SALDO sense ID,polarity label
Sovjetsystemet..1,0.0
Stadsbyggnadskontoret..1,0.0
Stasiagent..1,0.0
Stasianställd..1,0.0
Statoilmack..1,0.0
Stillahavsfiske..1,0.0
Stillahavsskvadron..1,0.0
Stockholmsarena..1,0.0
Stockholmsbörsen..1,0.0
Stockholmsfotograf..1,0.0
Stockholmsguide..1,0.0
Stockholmshelg..1,0.0
Stockholmsområdet..1,0.0
Stockholmsregionen..1,0.0
Stockholmssyndromet..1,0.0
Stockholmstrakten..1,0.0
Strindbergsutgåva..1,0.0
Strålsäkerhetsmyndigheten..1,0.0
Sturemorden..1,-1.0
Stureplansmördare..1,-1.0
Stureplansprofil..1,0.0
Svensson..2,0.0
Sverigedemokrat..1,0.0
Södermalmsbo..1,0.0
Södermalmvåning..1,0.0
T-sprit..1,0.0
T9..1,0.0
TV-antenn..1,0.0
TV-apparat..1,0.0
TV-bild..1,0.0
TV-chef..1,0.0
TV-evangelist..1,0.0
TV-kamera..1,0.0
TV-kanal..1,0.0
TV-konferens..1,0.0
TV-mottagare..1,0.0
TV-nyheter..1,0.0
TV-predikant..1,0.0
TV-producent..1,0.0
TV-profil..1,0.0
TV-program..1,0.0
TV-reklam..1,0.0
TV-reparatör..1,1.0
TV-ruta..1,0.0
TV-serie..1,0.0
TV-skärm..1,0.0
TV-soffan..1,0.0
TV-studio..1,0.0
TV-sändare..1,0.0
TV-sändning..1,0.0
TV-tittande..1,0.0
TV-tittare..1,0.0
TV-övervakning..1,0.0
TV..1,0.0
TV..2,0.0
Tarzanfilm..1,0.0
Telialand..1,0.0
Teutoburgerslaget..1,0.0
Tjernobylnedfall..1,0.0
Tjernobylolycka..1,-1.0
Tokyobörsen..1,0.0
Trafikkontoret..1,0.0
Trafiksäkerhetsverket..1,0.0
Tycho_Brahe-dag..1,0.0
USA-vänlig..1,1.0
USA-vänlighet..1,1.0
VVS-armatur..1,0.0
Vadstenadiariet..1,0.0
Vaxholmskonflikten..1,-1.0
Vellingemoderat..1,0.0
Vietnamkriget..1,-1.0
Vietnampolitik..1,0.0
Vietnamveteran..1,1.0
Vinlandskartan..1,0.0
Visbyvecka..1,0.0
Volkswagenbuss..1,0.0
Volvo..2,0.0
Volvoanställd..1,0.0
Vägverket..1,0.0
Världsbanken..1,0.0
Vätternrundan..1,0.0
Växjötrakten..1,0.0
X-formad..1,0.0
X-formig..1,0.0
Zendavesta..1,0.0
Zlatan-groda..1,-1.0
a-kassa..1,-1.0
a..1,0.0
a..2,0.0
a_capella..1,0.0
a_dato..1,0.0
abakus..1,0.0
abalone..1,0.0
abandon..1,1.0
abbedissa..1,0.0
abborre..1,0.0
abborrfisk..1,0.0
abborrliknande..1,0.0
abborrpinne..1,0.0
abbot..1,0.0
abbotlig..1,0.0
abbotskap..1,0.0
abbotskloster..1,0.0
abbotsstav..1,0.0
abbotsstift..1,0.0
abbotsvärdighet..1,0.0
abbreviation..1,0.0
abbreviatur..1,0.0
abbreviera..1,0.0
abbrevierande..1,0.0
abbrevierbar..1,0.0
abbrevierbarhet..1,0.0
abbreviering..1,0.0
abbé..1,0.0
abc-bok..1,0.0
abc-bok..2,0.0
abc..1,0.0
abc..2,0.0
abchazisk..1,0.0
abderitisk..1,-1.0
abdikation..1,0.0
abdikationsakt..1,0.0
abdikationshot..1,-1.0
abdikera..1,0.0
abdikerande..1,0.0
abdikerbar..1,0.0
abdikerbarhet..1,0.0
abdikering..1,0.0
abdomen..1,0.0
abdomen..2,0.0
abdominal..1,0.0
abducensnervsjukdom..1,-1.0
abducensnervskada..1,-1.0
aber..1,-1.0
aberration..1,0.0
abessinier..1,0.0
abessinsk..1,0.0
abessinska..1,0.0
abessiv..1,0.0
abetalipoproteinemi..1,-1.0
abilitet..1,1.0
abiturient..1,0.0
abiturientexamen..1,0.0
ablation..1,-1.0
ablativ..1,0.0
ablativform..1,0.0
abnorm..1,-1.0
abnormalitet..1,0.0
abnormitet..1,-1.0
abolition..1,0.0
abolitionism..1,0.0
abolitionist..1,0.0
abolitionistisk..1,0.0
abominabel..1,-1.0
abonnemang..1,0.0
abonnemangspris..1,0.0
abonnent..1,0.0
abonnera..1,0.0
abonnerande..1,0.0
abonnerbar..1,0.0
abonnerbarhet..1,0.0
abonnering..1,0.0
aboriginer..1,0.0
aboriginsk..1,0.0
abort..1,
abortera..1,
abortera..2,
aborterande..1,
aborterande..2,
aborterbar..1,
aborterbarhet..1,
abortering..1,
abortering..2,
abortfråga..1,0.0
abortiv..1,
abortiv..2,-1.0
abortmotstånd..1,
abortmotståndare..1,
abortpiller..1,0.0
aborträtt..1,1.0
abortrådgivning..1,1.0
abortrådgivning..2,0.0
abortör..1,
abradera..1,-1.0
abradera..2,-1.0
abraderande..1,-1.0
abraderbar..1,-1.0
abraderbarhet..1,-1.0
abradering..1,-1.0
abrakadabra..1,-1.0
abrasion..1,-1.0
abrovink..1,-1.0
abrupt..1,0.0
abrupthet..1,0.0
abscess..1,0.0
abscessbildning..1,0.0
absens..1,0.0
absensepilepsi..1,-1.0
absid..1,0.0
absint..1,0.0
abskissa..1,0.0
absolut..1,0.0
absoluta_nollpunkten..1,0.0
absolutbelopp..1,0.0
absoluthet..1,0.0
absolution..1,1.0
absolutism..1,-1.0
absolutism..2,0.0
absolutist..1,0.0
absolutistisk..1,-1.0
absolutistisk..2,0.0
absolutiv..1,0.0
absolutivobjekt..1,0.0
absolutivsubjekt..1,0.0
absolvera..1,0.0
absolverande..1,0.0
absolverbar..1,0.0
absolverbarhet..1,0.0
absolvering..1,0.0
absorbator..1,0.0
absorber..1,0.0
absorbera..1,0.0
absorbera..2,0.0
absorberande..1,0.0
absorberande..2,0.0
absorberbar..1,0.0
absorberbar..2,0.0
absorberbarhet..1,0.0
absorberbarhet..2,0.0
absorbering..1,0.0
absorberingsförmåga..1,1.0
absorption..1,0.0
absorptionslinje..1,0.0
abstinens..1,-1.0
abstinensbesvär..1,-1.0
abstinenssyndrom..1,-1.0
abstrahera..1,0.0
abstraherande..1,0.0
abstraherbar..1,0.0
abstraherbarhet..1,0.0
abstrahering..1,0.0
abstrakt..1,0.0
abstrakt..2,0.0
abstrakthet..1,0.0
abstraktion..1,0.0
abstraktionsförmåga..1,1.0
abstraktändelse..1,0.0
abstrus..1,-1.0
absurd..1,-1.0
absurdhet..1,-1.0
absurdism..1,0.0
absurdistisk..1,0.0
absurditet..1,-1.0
abundans..1,1.0
abundant..1,1.0
abyssal..1,0.0
acanthamoebakeratit..1,-1.0
accedera..1,0.0
accederande..1,0.0
accederbar..1,0.0
accederbarhet..1,0.0
accedering..1,0.0
acceleration..1,0.0
accelerationsfält..1,0.0
accelerationslag..1,0.0
accelerator..1,0.0
acceleratormaskin..1,0.0
acceleratorsystem..1,0.0
accelerera..1,0.0
accelerera..2,0.0
accelererande..1,0.0
accelererande..2,0.0
accelererbar..1,0.0
accelererbarhet..1,0.0
accelerering..1,0.0
accent..1,0.0
accent..2,0.0
accent..3,0.0
accentbeteckning..1,0.0
accentförskjutning..1,0.0
accenttecken..1,0.0
accentuera..1,0.0
accentuera..2,0.0
accentuerande..1,0.0
accentuerande..2,0.0
accentuerbar..1,0.0
accentuerbarhet..1,0.0
accentuering..1,0.0
accentuering..2,0.0
accept..1,1.0
accept..2,1.0
acceptabel..1,1.0
acceptans..1,1.0
acceptant..1,1.0
acceptera..1,1.0
accepterande..1,1.0
accepterbar..1,1.0
accepterbarhet..1,1.0
acceptering..1,1.0
acceptkredit..1,1.0
acceptpris..1,0.0
access..1,0.0
accessa..1,0.0
accessande..1,0.0
accession..1,0.0
accession..2,0.0
accessionskatalog..1,0.0
accessoarer..1,0.0
accessorisk..1,0.0
accesstid..1,0.0
accidens..1,0.0
accidenstryck..1,0.0
accis..1,0.0
accisfri..1,0.0
accispliktig..1,0.0
acerolakörsbär..1,0.0
acetaldehyd..1,0.0
acetat..1,0.0
aceton..1,0.0
acetylen..1,0.0
acetylengas..1,0.0
acetylenlampa..1,0.0
acetylsalicylsyra..1,0.0
aciditet..1,0.0
acidos..1,0.0
acinetobacterinfektion..1,-1.0
acinärcellskarcinom..1,-1.0
ackja..1,0.0
acklamation..1,1.0
acklamationsval..1,0.0
acklimatisation..1,0.0
acklimatisera..1,0.0
acklimatiserande..1,0.0
acklimatiserbar..1,0.0
acklimatiserbarhet..1,0.0
acklimatisering..1,0.0
ackommodation..1,0.0
ackommodation..2,0.0
ackommodationsförmåga..1,1.0
ackommodationsväxel..1,0.0
ackommodera..1,0.0
ackommodera..2,0.0
ackommoderande..1,0.0
ackommoderande..2,0.0
ackommoderbar..1,0.0
ackommoderbar..2,0.0
ackommoderbarhet..1,0.0
ackommoderbarhet..2,0.0
ackommodering..1,0.0
ackommodering..2,0.0
ackompanjatör..1,0.0
ackompanjemang..1,0.0
ackompanjera..1,0.0
ackompanjera..2,0.0
ackompanjerande..1,0.0
ackompanjerande..2,0.0
ackompanjerbar..1,0.0
ackompanjerbar..2,0.0
ackompanjerbarhet..1,0.0
ackompanjerbarhet..2,0.0
ackompanjering..1,0.0
ackord..1,0.0
ackord..2,0.0
ackord..3,0.0
ackordera..1,0.0
ackorderande..1,0.0
ackorderbar..1,0.0
ackorderbarhet..1,0.0
ackordering..1,0.0
ackordgrepp..1,0.0
ackordion..1,0.0
ackordlära..1,0.0
ackordsarbete..1,0.0
ackordshets..1,-1.0
ackordslön..1,0.0
ackordssumma..1,0.0
ackordssättning..1,1.0
ackreditera..1,1.0
ackrediterande..1,1.0
ackrediterbar..1,1.0
ackrediterbarhet..1,1.0
ackreditering..1,1.0
ackumulation..1,0.0
ackumulator..1,0.0
ackumulera..1,0.0
ackumulerande..1,0.0
ackumulerbar..1,0.0
ackumulerbarhet..1,0.0
ackumulering..1,0.0
ackurat..1,1.0
ackuratess..1,1.0
ackusativ..1,0.0
ackusativ..2,0.0
ackusativobjekt..1,0.0
ackusativändelse..1,0.0
ackusatorisk..1,0.0
ackuschör..1,0.0
ackuschörska..1,0.0
ackvirera..1,0.0
ackvirerande..1,0.0
ackvirerbar..1,0.0
ackvirerbarhet..1,0.0
ackvirering..1,0.0
ackvisition..1,0.0
ackvisitionskatalog..1,0.0
ackvisitör..1,0.0
actinobacillusinfektion..1,-1.0
actinomycetalesinfektion..1,-1.0
action..1,0.0
actionfilm..1,0.0
actionrulle..1,0.0
actionstjärna..1,0.0
ad_acta..1,0.0
ad_hoc..1,0.0
ad_mortem..1,-1.0
ad_notam..1,0.0
adagio..1,0.0
adagiosats..1,0.0
adamantinom..1,-1.0
adamsdräkt..1,0.0
adamsäpple..1,0.0
adaptation..1,0.0
adaptation..2,0.0
adapter..1,0.0
adaptera..1,0.0
adapterande..1,0.0
adapterbar..1,0.0
adapterbarhet..1,0.0
adaptering..1,0.0
adaption..1,0.0
adaption..2,0.0
adaptiv..1,0.0
addend..1,0.0
addenda..1,0.0
addera..1,0.0
adderande..1,0.0
adderbar..1,0.0
adderbarhet..1,0.0
addering..1,0.0
addiktion..1,-1.0
addiktolog..1,0.0
additament..1,0.0
addition..1,0.0
additionstecken..1,0.0
additiv..1,0.0
additiv..2,0.0
adduktion..1,0.0
adekvat..1,1.0
adel..1,0.0
adelsbrev..1,1.0
adelsdam..1,0.0
adelsgods..1,0.0
adelshem..1,0.0
adelshögfärd..1,-1.0
adelskalender..1,0.0
adelskap..1,0.0
adelskrets..1,0.0
adelskultur..1,0.0
adelsman..1,0.0
adelsmatrikel..1,0.0
adelsmärke..1,1.0
adelsprivilegium..1,1.0
adelssläkt..1,0.0
adelsstånd..1,0.0
adelsätt..1,0.0
adenit..1,-1.0
adenofibrom..1,-1.0
adenoid..1,0.0
adenoid..2,0.0
adenokarcinom..1,-1.0
adenolymfom..1,-1.0
adenom..1,-1.0
adenomyoepiteliom..1,-1.0
adenomyom..1,-1.0
adenophoreainfektion..1,-1.0
adenosarkom..1,-1.0
adenovirusinfektion..1,-1.0
adept..1,0.0
adessiv..1,0.0
adhd-symtom..1,0.0
adherens..1,0.0
adhesion..1,0.0
adhesionskraft..1,0.0
adhesiv..1,0.0
adiabatisk..1,0.0
adiafora..1,-1.0
adiaforistisk..1,-1.0
adidasgympasko..1,0.0
adipositas..1,-1.0
adjektiv..1,0.0
adjektivattribut..1,0.0
adjektivfras..1,0.0
adjektivisk..1,0.0
adjektivändelse..1,0.0
adjungera..1,0.0
adjungerande..1,0.0
adjungerbar..1,0.0
adjungerbarhet..1,0.0
adjungering..1,0.0
adjunkt..1,0.0
adjunkt..2,0.0
adjunktion..1,0.0
adjunktur..1,0.0
adjutant..1,1.0
adjö..2,0.0
adla..1,0.0
adlande..1,0.0
adlig..1,0.0
adlighet..1,0.0
administration..1,0.0
administrativ..1,0.0
administrator..1,0.0
administratör..1,0.0
administratörsstatus..1,0.0
administrera..1,0.0
administrerande..1,0.0
administrerbar..1,0.0
administrerbarhet..1,0.0
administrering..1,0.0
admonition..1,-1.0
adnexasjukdom..1,-1.0
adnexit..1,-1.0
adobe..1,0.0
adolescens..1,0.0
adonis..1,0.0
adonis..2,0.0
adoptant..1,0.0
adoptera..1,0.0
adoptera..2,0.0
adopterande..1,0.0
adopterbar..1,0.0
adopterbarhet..1,0.0
adoptering..1,0.0
adoption..1,0.0
adoptiv..1,0.0
adoptivbarn..1,0.0
adoptivförälder..1,0.0
adoptivson..1,0.0
adoratör..1,1.0
adrenalin..1,0.0
adrenalinkick..1,1.0
adrenalinstinn..1,0.0
adrenoleukodystrofi..1,-1.0
adrenomyeloneuropati..1,-1.0
adress..1,0.0
adressat..1,0.0
adressbuss..1,0.0
adressera..1,0.0
adressera..2,0.0
adressera..3,0.0
adressera_sig..1,0.0
adresserande..1,0.0
adresserande..2,0.0
adresserande..3,0.0
adresserbar..1,0.0
adresserbar..2,0.0
adresserbar..3,0.0
adresserbarhet..1,0.0
adresserbarhet..2,0.0
adresserbarhet..3,0.0
adressering..1,0.0
adresskalender..1,0.0
adresskort..1,0.0
adresskälla..1,0.0
adresslapp..1,0.0
adriatisk..1,0.0
adsorbera..1,0.0
adsorberande..1,0.0
adsorberbar..1,0.0
adsorberbarhet..1,0.0
adsorbering..1,0.0
adsorption..1,0.0
adstringerande..1,0.0
aducera..1,0.0
aducerande..1,0.0
aducerbar..1,0.0
aducerbarhet..1,0.0
aducering..1,0.0
advent..1,0.0
adventist..1,0.0
adventistisk..1,0.0
adventiv..1,0.0
adventskalender..1,0.0
adventsljusstake..1,0.0
adventsmys..1,1.0
adventsstake..1,0.0
adventsstjärna..1,1.0
adverb..1,0.0
adverbial..1,0.0
adverbialbestämning..1,0.0
adverbialsats..1,0.0
adverbiell..1,0.0
advers..1,0.0
adversativ..1,0.0
advocera..1,0.0
advocerande..1,0.0
advocerbar..1,0.0
advocerbarhet..1,0.0
advocering..1,0.0
advokat..1,0.0
advokat..2,0.0
advokatbyrå..1,0.0
advokatfiskal..1,0.0
advokathjälp..1,1.0
advokatknep..1,-1.0
advokatkontor..1,0.0
advokatorisk..1,-1.0
advokatsamfund..1,0.0
advokatstorm..1,-1.0
advokatyr..1,-1.0
adxukiböna..1,0.0
aerob..1,-1.0
aerobisk..1,0.0
aerodrom..1,0.0
aerodynamik..1,0.0
aerodynamisk..1,-1.0
aerofagi..1,0.0
aerogel..1,0.0
aerogram..1,0.0
aerologi..1,0.0
aeromekanik..1,0.0
aeronaut..1,0.0
aeronautik..1,0.0
aeronautisk..1,0.0
aeroplan..1,0.0
aerosol..1,0.0
aerosolform..1,0.0
aerostat..1,0.0
aerostatik..1,0.0
aerostatisk..1,0.0
afaki..1,0.0
afasi..1,-1.0
afatiker..1,-1.0
afatisk..1,-1.0
affekt..1,-1.0
affektanfall..1,-1.0
affektation..1,-1.0
affekterad..1,-1.0
affektfri..1,-1.0
affektion..1,1.0
affektionsvärde..1,1.0
affektiv..1,-1.0
afficiera..1,-1.0
afficierande..1,-1.0
afficierbar..1,-1.0
afficierbarhet..1,-1.0
afficiering..1,-1.0
affidavit..1,0.0
affin..1,1.0
affinage..1,0.0
affinera..1,0.0
affinerande..1,0.0
affinerbar..1,0.0
affinerbarhet..1,0.0
affinering..1,0.0
affinitet..1,0.0
affirmativ..1,1.0
affisch..1,0.0
affischera..1,0.0
affischerande..1,0.0
affischerbar..1,0.0
affischerbarhet..1,0.0
affischering..1,0.0
affischkampanj..1,0.0
affischmässig..1,0.0
affischnamn..1,1.0
affischpelare..1,0.0
affischstil..1,0.0
affischör..1,0.0
affix..1,0.0
affrikata..1,0.0
affär..1,0.0
affär..2,0.0
affär..3,-1.0
affär..4,-1.0
affärsavtal..1,0.0
affärsbank..1,0.0
affärsbegåvning..1,1.0
affärsbegåvning..2,1.0
affärsbekant..1,0.0
affärsbiträde..1,0.0
affärsbrev..1,0.0
affärsbyrå..1,0.0
affärscentrum..1,0.0
affärsdistrikt..1,0.0
affärsdrivande..1,1.0
affärsdrivande_verk..1,0.0
affärsfastighet..1,0.0
affärsförbindelse..1,0.0
affärsföretag..1,0.0
affärsförslag..1,0.0
affärsgata..1,0.0
affärsgeni..1,1.0
affärshandling..1,0.0
affärshuvud..1,0.0
affärsidé..1,0.0
affärskedja..1,0.0
affärskvarter..1,0.0
affärsliv..1,0.0
affärslokal..1,0.0
affärsman..1,0.0
affärsmannamässig..1,0.0
affärsmoral..1,1.0
affärsmässig..1,0.0
affärsmässig..2,0.0
affärsmässighet..1,0.0
affärsmässighet..2,0.0
affärspapper..1,0.0
affärsresa..1,0.0
affärsresenär..1,0.0
affärsstil..1,0.0
affärsstråk..1,0.0
affärsställning..1,0.0
affärstid..1,1.0
affärstransaktion..1,0.0
affärsuppgörelse..1,0.0
affärsverk..1,0.0
affärsverksamhet..1,0.0
affärsvärld..1,0.0
afghan..1,0.0
afghan..2,0.0
afghansk..1,0.0
afghanska..1,0.0
afghanska..2,0.0
afibrinogenemi..1,-1.0
afoni..1,0.0
aforism..1,0.0
aforistiker..1,0.0
aforistisk..1,0.0
afrikaans..1,0.0
afrikainspirerad..1,1.0
afrikan..1,0.0
afrikanisera..1,0.0
afrikaniserande..1,0.0
afrikaniserbar..1,0.0
afrikaniserbarhet..1,0.0
afrikanisering..1,0.0
afrikansk..1,0.0
afrikanska..1,0.0
afro-asiatisk..1,0.0
afroamerikan..1,0.0
afroamerikansk..1,0.0
afrodisiakum..1,0.0
afrofobi..1,-1.0
afrofrisyr..1,0.0
afrokam..1,0.0
afrosvensk..1,0.0
afton..1,0.0
aftonandakt..1,0.0
aftonbelysning..1,0.0
aftonbrasa..1,0.0
aftonbön..1,0.0
aftondagg..1,0.0
aftondräkt..1,0.0
aftonfjäril..1,0.0
aftongudstjänst..1,0.0
aftonhandske..1,0.0
aftonhimmel..1,0.0
aftonklänning..1,0.0
aftonkvist..1,0.0
aftonkyla..1,0.0
aftonluft..1,0.0
aftonmål..1,0.0
aftonmåltid..1,0.0
aftonpipa..1,0.0
aftonplenum..1,0.0
aftonpromenad..1,0.0
aftonpsalm..1,0.0
aftonrodnad..1,0.0
aftonsamkväm..1,0.0
aftonskola..1,0.0
aftonsky..1,0.0
aftonskymning..1,0.0
aftonsol..1,0.0
aftonstjärna..1,0.0
aftonstund..1,0.0
aftonstämning..1,0.0
aftonsång..1,0.0
aftontidning..1,0.0
aftontoalett..1,0.0
aftonunderhållning..1,1.0
aftonvard..1,0.0
aftonvind..1,0.0
aftonvisit..1,0.0
ag..1,0.0
aga..1,-1.0
aga..2,-1.0
aga..3,0.0
agammaglobulinemi..1,-1.0
agande..1,-1.0
agar..1,0.0
agat..1,1.0
agatglas..1,0.0
agave..1,0.0
agenda..1,0.0
agens..1,0.0
agent..1,0.0
agent..2,0.0
agentfilm..1,0.0
agentkontor..1,0.0
agentskap..1,0.0
agentur..1,0.0
agera..1,0.0
agera..2,0.0
agera_ut..1,0.0
agerande..1,0.0
agerande..2,0.0
agerbar..1,0.0
agerbarhet..1,0.0
ageusi..1,0.0
agg..1,-1.0
aggande..1,-1.0
aggfri..1,-1.0
agglomerat..1,0.0
agglomeration..1,0.0
agglomerera..1,0.0
agglomererande..1,0.0
agglomererbar..1,0.0
agglomererbarhet..1,0.0
agglomerering..1,0.0
agglutination..1,0.0
agglutination..2,0.0
agglutinera..1,0.0
agglutinera..2,0.0
agglutinerande..1,0.0
agglutinerande..2,0.0
agglutinerbar..1,0.0
agglutinerbar..2,0.0
agglutinerbarhet..1,0.0
agglutinerbarhet..2,0.0
agglutinering..1,0.0
agglutinering..2,0.0
aggravera..1,-1.0
aggregat..1,0.0
aggregat..2,0.0
aggregation..1,0.0
aggregationsform..1,0.0
aggregationstillstånd..1,0.0
aggression..1,-1.0
aggressionsbehov..1,0.0
aggressionshämning..1,-1.0
aggressiv..1,-1.0
aggressivitet..1,-1.0
agio..1,0.0
